,Label
1859788,0
31383,0
1470825,0
1992337,0
1736449,0
2506423,0
2410830,1
557414,0
330512,1
1078206,0
2272640,1
474392,1
2452761,1
2428324,1
2689199,0
2226207,1
2469124,1
2248107,1
2630324,0
2259753,1
256147,0
1695294,0
381009,1
1541668,0
2318773,1
2128678,0
440521,1
2368738,1
1792835,0
158551,1
2379933,1
385601,1
2540374,0
2794847,0
123444,1
628369,0
2326493,1
707500,0
1620806,0
1398972,0
479837,1
477954,0
180895,1
2750646,0
313954,1
42062,0
2009053,0
1330989,0
2566129,0
1259367,0
2120931,0
320896,1
149541,1
447203,1
1626951,0
2612609,0
2273908,1
2753899,0
1024905,0
2234796,1
2482912,0
1795632,0
1994412,0
1911294,0
139918,1
872675,0
2343061,1
2002164,0
980174,0
2216418,1
2401250,1
179076,1
171671,1
1633882,0
2235717,1
2414686,1
2262072,1
2406962,1
2331850,1
453702,1
2466313,1
1683610,0
1226676,0
1568157,0
2412424,1
813141,0
2431690,1
2089200,0
2312088,1
540539,0
2763639,0
1426638,0
94468,1
154364,1
560888,0
152283,1
240828,0
1804233,0
1708602,0
2493716,0
2371447,1
721827,0
2597259,0
2171877,1
2428955,1
1416421,0
2390328,1
2279259,1
2625866,0
374173,1
2246483,1
1695368,0
1449548,0
2502060,0
1967240,0
342930,1
2579053,0
2209029,1
1771704,0
2119497,0
24956,1
472219,1
2308742,1
2599710,0
368700,1
2250440,1
1454184,0
177019,0
2573443,0
2184940,0
166654,0
2645907,0
224197,0
308513,0
2423734,1
2557257,0
45297,1
1251148,0
1739153,1
994269,0
2065546,0
1031105,0
2679197,0
1008407,0
2631833,0
835584,0
1275764,0
421441,1
2414123,1
2189371,0
373894,1
2068176,0
2088199,0
2340637,1
2278285,1
396850,1
1592989,0
877529,0
26483,1
400410,1
3260,0
1515076,0
24694,1
343290,1
1969184,0
420789,1
1901031,0
1835868,0
2231997,1
2141949,0
2029602,0
181712,1
2349817,1
2444872,1
1518651,0
441430,1
405400,1
1288684,0
448775,1
69138,0
1859583,0
1425981,0
352777,1
1688914,0
1396142,0
692275,0
221689,0
442409,1
2578791,0
2354452,1
1366170,0
2228087,1
798552,0
479915,1
389891,1
318167,1
57734,1
388558,1
288923,0
8043,0
1729513,0
323981,1
2347637,1
655107,0
464128,0
1239005,0
1542359,0
1575935,0
923977,0
2304263,1
332097,1
553766,0
870950,0
2106989,0
2399558,1
1713449,0
2385311,1
1491641,0
534032,0
408871,1
1732477,1
408241,1
2061010,0
503101,1
2461364,1
721158,0
442001,1
1795377,0
404719,1
572820,0
2454363,1
122603,1
76988,1
402686,1
356494,1
1141870,0
810730,0
1527722,0
312411,0
2257804,1
1405987,0
2699248,0
2458385,1
2759861,0
2347656,1
980165,0
154620,1
280512,0
2395430,1
630794,0
476401,1
2277966,1
475485,1
2295223,1
2287467,1
242716,0
660246,0
2290921,1
2382843,1
127665,1
2380811,1
440996,1
1624158,0
2821840,0
471509,1
1819899,0
957021,0
1146118,0
381199,1
2403052,1
2071647,0
383644,1
2396901,1
2302211,1
1603133,0
616252,1
338692,1
2409611,1
88232,1
1584706,0
2251335,1
2343010,1
2385972,1
1833594,0
220663,0
2775422,1
2222975,1
427700,1
323795,1
2431644,1
2713603,0
2439394,1
622328,0
2242106,1
2699702,0
977937,0
1303161,0
1938436,0
2728486,0
2336762,1
2023345,0
318088,1
258949,0
223473,0
2292903,1
2310175,1
952236,0
983567,0
71861,1
460977,0
2374973,1
2255252,1
1136673,0
1341132,0
2729537,0
397718,1
1109983,0
437746,1
1727195,1
1730952,0
1214808,0
406423,1
407958,1
1795270,0
2420828,1
2282183,1
1278447,0
413906,1
2548868,0
2627005,0
715031,0
2200105,1
810101,0
1015994,0
5557,0
2267564,1
170206,1
1271588,0
75172,1
2353450,1
2389697,1
1354464,0
2221918,1
2367815,1
340624,1
1369393,0
2145037,0
799477,0
2354142,1
2618033,0
1183543,0
434607,1
447372,1
881500,0
324680,1
2328537,1
473290,1
42447,0
2591727,0
2404089,1
815170,0
2404614,1
2785800,0
90801,1
1638205,0
260879,0
1764080,0
2312648,1
1960482,0
160458,1
2205682,0
2413947,1
394546,1
83114,1
2357249,1
2432101,1
2541154,0
356749,1
1270107,0
5115,0
415844,1
1223116,0
764154,0
1948356,0
863734,0
89222,1
2296178,1
1608465,0
1597701,1
1009156,0
1317316,0
2308456,1
424658,1
430814,1
408204,1
92516,1
2579909,0
1344671,0
2034467,0
2370342,1
1747423,0
436333,1
1585807,0
622956,0
437197,1
2206928,1
813465,0
1138974,0
1663592,0
1178045,0
507191,0
1612230,0
2476933,0
2308095,1
301967,0
1638802,0
623275,0
331694,1
1698365,0
2522966,0
85977,1
772315,0
1635065,0
1720447,1
978756,0
167706,1
339938,1
468439,1
1767250,0
2609385,0
55080,1
430629,1
1725774,1
417083,1
2596839,0
354275,1
99694,1
2021481,0
96289,1
2378553,1
2021179,0
2659970,0
2328794,1
2585181,0
221126,0
975880,0
148828,1
59346,0
436634,1
718424,0
367444,1
1696018,0
1732806,0
1376120,0
377050,1
878274,0
361336,1
340195,1
2359517,1
2188440,1
110078,1
2802862,0
170557,1
942188,0
2241543,1
367441,1
2228505,1
2365923,1
2234422,1
1406152,0
2693478,0
963825,0
935501,0
1712125,0
2527296,0
732884,0
320308,1
148288,0
517927,0
2009109,0
1943025,0
993889,0
2399456,1
1860479,0
2666138,0
20005,1
2606214,0
331520,1
2669310,0
503437,1
1321157,0
2222772,1
1044327,0
35423,1
1038191,0
2252697,1
2780677,1
1392370,0
2203865,0
24125,1
339207,1
1473532,0
367483,1
2339886,1
2518840,0
2117721,0
1944402,0
2432753,1
1717932,1
84324,1
131116,1
2627534,0
2441073,1
2113454,0
589981,0
242980,0
1406281,0
92465,1
1728443,0
2283851,1
2450872,1
642092,0
154215,1
1442652,0
2321563,1
2117682,0
230012,0
783026,0
2149005,0
428726,1
1737084,1
620055,0
1947596,0
2376485,1
356387,1
353375,1
578,0
711850,0
2382565,1
759943,0
2657563,0
1693022,0
2078159,0
1441321,0
1959956,0
1160605,0
144420,1
2526520,0
1749613,0
66744,1
1721029,0
118967,1
2443043,1
1090057,0
2236208,1
183912,1
2401077,1
1267671,0
2329445,1
2731317,0
432745,1
152942,1
326027,1
1999584,0
1098993,0
30372,1
67703,1
94147,1
1224960,0
2495994,0
2693441,0
2395627,1
1833433,0
216899,0
2041910,0
715986,0
2225727,1
2456827,1
184133,1
2804730,0
43702,1
1007335,0
23900,1
2543840,0
2132285,0
2212273,1
2518135,0
507471,0
2207551,1
190264,1
2417077,1
2265619,1
419322,1
1677143,0
2073473,1
440621,1
851986,0
959777,0
709096,0
2266595,1
81878,1
1890115,1
2317103,1
1192240,0
851992,0
1804298,0
2336062,1
1344949,0
1558680,0
2343995,1
2768273,0
2316496,1
2379636,1
2368561,1
792369,0
2338037,1
2329467,1
1560045,0
1796241,0
2042579,0
771554,0
2285461,1
2408027,0
270130,0
102234,1
2415122,1
375742,1
444907,0
33717,1
47687,1
359522,1
1027009,0
1589931,0
984913,0
1993280,0
689071,0
2374164,1
2435165,1
1395974,0
1769277,0
961117,0
615949,0
2401046,1
2152216,0
1805119,0
2388567,0
1123675,0
1873819,0
653264,0
283876,0
2234035,1
769747,0
882499,0
1036486,0
356581,1
2350100,1
2567358,0
54054,1
207559,0
758913,0
2414939,1
1225040,0
1137608,0
1668839,0
2393522,1
1515834,0
1688833,0
97546,1
150059,1
1390899,0
2395983,1
282053,0
2598994,0
1503877,0
1909893,0
1074287,0
2258720,1
88438,1
2677533,1
12634,0
2353477,1
1623289,0
335206,1
6714,0
2257819,1
1237173,0
2367731,1
1964399,0
2269769,1
898890,0
2470760,0
2093754,0
2616978,0
2741282,0
2152233,0
1652197,0
1690572,0
406736,1
2038206,0
1993431,0
190593,1
2350230,1
932528,0
504293,1
2230849,1
497251,1
1151101,0
167772,1
436988,1
2443507,1
1610497,0
2489151,0
76424,1
712513,0
353101,1
2326107,1
1615291,0
403684,1
319713,1
2784340,1
2217760,1
2239628,1
461461,0
1350365,0
992529,0
625194,0
2408588,1
2823963,0
467055,1
1652054,0
2052650,0
919694,0
499618,1
499510,1
2810329,0
178186,1
430511,1
2342843,1
2291281,1
2337453,1
2361353,1
2273240,1
1385569,0
343129,1
184176,1
274036,0
153622,1
2131155,0
1980351,0
502609,1
672103,0
1107354,0
2306507,1
2158763,0
473750,1
1285933,0
1875526,0
85373,1
479381,0
2442294,1
84515,1
2414351,1
159436,1
414005,1
240207,0
1729278,0
660743,0
1071805,0
522924,0
76138,1
231965,0
538923,0
598517,0
2237059,1
859540,0
2221172,1
1310293,0
2267875,1
706780,0
374212,1
2357620,1
2115249,0
324511,1
877321,0
2251594,1
1508585,0
453461,1
721824,0
2720081,1
1611102,0
2422815,1
2363319,1
137169,1
2325930,1
2455110,1
2066041,0
134530,1
2638180,0
1085750,0
2361535,1
861789,0
452139,1
255964,0
575916,0
164514,0
2728421,0
181783,1
1897682,0
2414207,1
2693059,0
1841851,0
182253,1
1250235,0
1682356,0
726150,0
163491,1
1341687,0
419353,1
4892,0
1773169,0
2211545,1
265595,0
2358109,1
2814836,0
2493396,0
1166307,0
2571705,0
2378132,1
2176975,1
1479185,0
2209730,1
940520,0
508196,0
414168,1
148790,1
367478,1
2546286,0
187729,1
693683,0
394652,1
352719,1
1069720,0
2728062,0
2407304,1
1111346,0
1822800,0
500308,1
2551961,0
1567175,1
1732297,1
314344,1
104940,1
908560,0
2441755,1
383194,1
920570,0
216106,0
831103,0
528200,0
2403293,1
2793406,0
1439448,0
945807,0
2325076,1
408015,1
354623,1
2694520,0
2819313,0
2529009,0
1558153,0
2218037,1
354499,1
2362269,1
1853632,0
316732,1
1469422,0
2394891,1
232992,0
799167,0
2294669,1
2298778,1
2351388,1
2767048,0
164139,1
2267346,1
2182856,0
397041,1
388909,1
2495251,0
181581,1
415693,1
28544,1
478247,1
359362,1
677388,0
2787651,0
341378,1
1016060,0
1609362,0
2286552,1
1275371,0
1006499,0
2344992,1
1221176,0
252886,0
387971,1
659260,0
928539,0
28313,1
111757,0
2282643,1
2297774,1
2382027,1
2724739,1
2017332,0
45744,1
40808,0
35866,1
2411744,1
2802963,0
1290555,0
1696811,0
370063,1
2103786,0
2679210,0
2333090,1
64729,1
125935,1
2262684,1
2318530,1
423935,1
201814,0
1817985,0
772834,0
1374867,0
74614,1
500528,1
1651168,0
2570914,0
140537,1
2109001,0
356567,1
81540,1
2085040,0
2454155,1
57600,1
987612,0
2277125,1
1835255,0
408815,1
382381,1
772864,0
1304643,0
2701650,0
2223209,1
21872,0
665752,0
2692432,0
167019,1
2762403,0
1070840,0
88811,1
723118,0
2312144,1
34795,1
296353,0
1097156,0
2081118,0
1025573,0
926675,0
1777609,0
893309,0
205230,0
634189,0
428807,1
1604680,1
382916,1
2391651,1
2194738,0
2182275,0
2451050,1
2422838,1
1454315,0
2253143,1
933081,0
1817196,0
2561491,0
1964633,0
1099662,0
84198,1
1414200,0
2331996,1
2821021,0
2303623,1
2270624,1
1358265,0
112683,0
774244,0
2248085,1
1870304,0
190678,1
1893469,0
263671,0
359605,1
2541008,0
2746483,0
2298371,1
1222600,0
132978,1
1707817,0
2252351,1
707337,0
662617,0
293602,0
2315472,0
2371016,1
918796,0
1945669,0
360333,1
2384231,1
499923,1
1926855,0
1740253,0
2609429,0
1655442,0
96830,1
773288,0
2170954,0
1215596,0
2588077,0
869412,0
2714895,0
2233061,1
356916,1
346864,1
2216093,1
2576774,0
196965,1
2103193,0
1913766,0
107008,1
355588,1
1148579,0
178406,1
2538601,0
2319005,1
2434619,1
113383,1
367036,1
2248149,1
159288,1
254231,0
1915059,0
1617477,0
2546312,0
382527,1
2345796,1
1224781,0
1043069,0
1254544,0
2816547,0
2424302,1
93226,1
1509462,0
884535,0
2500156,0
2407959,1
321144,1
46132,1
1388118,0
367016,1
2290050,1
907309,0
2617537,0
1901454,0
2508969,0
1817130,0
2602803,0
1644619,0
2269547,1
20556,1
341740,1
2660952,0
1616842,0
422013,1
1711811,0
2244176,1
2184850,0
493415,1
1389771,0
2095922,0
543669,0
770475,0
1182229,0
2349367,1
2220717,1
1854521,0
595829,0
2457849,1
1885642,0
1667224,0
317996,1
150470,1
2386382,1
432074,1
2656296,1
315829,1
2131447,0
1878276,0
1529007,0
2413036,1
227133,0
901161,0
1736055,0
1096887,0
281647,0
326246,1
67480,1
391515,0
2308982,1
160856,1
56756,1
154578,1
2175765,0
2782289,0
612564,1
2239697,1
2257461,1
171003,1
479599,1
2287200,1
379272,1
2478185,0
277387,0
2213703,1
2489982,0
512676,0
120835,0
472798,1
1794133,0
43681,1
826768,0
480417,1
1978269,1
2577928,0
2092439,0
159702,1
1275775,0
1063813,0
445833,1
2574931,0
1413903,0
1278857,0
158966,1
452783,1
2350395,1
1238916,0
35086,1
91900,1
317252,1
37920,1
1227094,0
134308,1
349241,1
2341563,1
691145,0
1649570,0
322168,1
2544796,0
796155,0
1194601,0
2410475,1
2661388,0
2722103,0
90842,1
690589,0
2522330,0
1652154,0
1835197,0
598040,0
2071466,0
2438836,1
2242879,1
2802062,0
2061800,0
2258084,1
2456315,1
1781973,0
2070010,1
320866,1
2087457,0
1017902,0
35393,1
682300,0
1246319,0
439701,1
2314012,1
163402,1
2226701,1
1163427,0
500176,1
451368,1
1982987,0
1714671,1
2351758,1
428028,1
2098758,0
2391380,1
2595893,0
2634790,0
1655681,0
382609,1
1562550,0
2633831,0
1884998,0
1377863,0
2209011,1
2606373,0
159214,1
2074369,0
2471146,0
132313,1
418264,1
438939,1
159828,1
1937256,0
529946,0
116435,1
1599173,0
2411440,1
2083446,0
2782816,0
64777,1
2418210,1
353496,1
2420221,1
339450,1
383452,1
2363613,1
2536825,0
168545,1
550981,0
123448,1
169322,1
2277882,1
830991,0
903719,0
1840052,0
1178738,0
2282045,1
2314859,1
2384523,1
980259,0
89353,1
331653,1
1943026,0
1533926,0
453113,1
1954410,0
975145,0
2351245,1
787051,0
2343196,1
1912568,0
263101,0
677660,0
698735,0
123326,1
888405,0
27733,1
2335845,1
100215,1
2145642,0
1498675,0
1116957,0
728866,0
1742045,1
2721178,0
2372023,1
2206806,1
998319,0
746778,0
98915,1
495212,1
296665,0
2178221,0
1633695,0
154285,1
1311245,0
1005726,0
355353,1
2681188,0
2428767,1
845564,0
2075271,0
2699895,0
1551062,0
154460,1
2101258,0
361701,1
2030426,0
2395858,1
645177,0
1701476,0
44323,1
2384007,1
1521086,0
27381,1
2397353,1
382954,1
1813139,0
714221,0
415751,1
1139300,0
2299411,1
102045,1
1133647,0
830767,0
1313021,0
2424797,1
2455491,1
527476,0
1219742,0
2118002,0
2413147,1
991908,0
2573198,0
135049,1
2237622,1
100733,1
746046,0
2659042,0
2429840,1
2273091,1
1955929,0
2369392,1
2603689,0
1649596,0
788772,0
1991140,0
2242764,1
2685486,0
134234,1
2200594,0
371418,1
319338,1
75542,1
1648641,0
310455,0
1461914,0
1349039,0
2390305,1
2395200,1
29258,1
1289501,0
441017,1
2204422,0
174313,0
110041,1
1881286,0
751357,0
2339866,1
556360,0
2273812,1
499811,1
976078,0
233244,0
1549638,0
369029,1
2689512,1
2238877,1
1790546,0
2343831,1
178843,1
2290036,1
2104741,0
124035,1
1048062,0
2397523,1
347910,1
410933,1
323088,1
2119113,0
385133,1
2223722,1
360014,1
1085950,0
99327,1
2345914,1
1923686,0
2007684,1
352757,1
1176336,0
2451142,1
2254611,1
913087,0
1613978,0
1258492,0
907174,0
1757835,1
87538,0
2808968,0
1694461,0
2726023,1
366338,1
53000,1
739219,0
581293,0
89467,1
967078,0
266389,0
841304,0
2252560,1
455876,1
339497,1
384693,1
101918,1
2347362,1
2465702,1
2279725,1
1727024,0
2441893,1
2330420,1
2376791,1
2175262,0
1480120,0
2270024,1
98265,1
723001,0
2369180,1
550687,0
378494,1
757501,0
2366006,1
2011,0
2233062,1
2309461,1
2012276,0
26913,1
2296119,1
63610,1
2829958,0
2653700,0
439251,1
1741575,1
2327389,1
15620,0
71828,1
2807963,1
807442,0
236071,0
478184,1
448806,1
1161701,0
2466373,1
407364,1
1669565,0
454437,1
338233,1
2571955,0
39820,1
2692703,0
349336,1
1118838,0
469809,1
342255,1
2213869,1
1454696,0
2255462,1
2110489,0
125733,1
865881,0
499423,1
362156,1
352352,1
1991943,0
325381,1
2729150,0
371403,1
2353745,1
149020,1
590232,0
1367178,0
2277585,1
970040,0
651526,0
2382858,1
451540,1
2303326,1
441108,1
1258118,0
409212,1
2468704,1
1727529,0
1720480,0
839204,0
2406626,1
2274700,1
2827664,0
400781,1
2714793,0
2580125,0
942822,0
1846535,0
484509,0
375234,1
833660,0
2477488,0
1114138,0
243978,0
2256055,1
362870,1
327690,1
419927,1
1492797,0
1470250,0
2282429,1
2033250,0
1325826,0
449997,1
2149539,0
1134151,0
180997,1
321099,1
899003,0
98001,1
25324,1
1009045,0
479069,1
407455,1
2418972,1
2335787,1
57514,1
2430437,1
1485252,0
2345330,1
2503116,0
346572,1
2377756,1
76938,1
2439577,1
2062244,0
392945,1
2168415,0
2264886,1
901113,0
351129,1
258490,0
1118339,0
2299950,1
1902182,0
2138386,0
2315972,1
1145609,0
2235654,1
642693,0
2538914,0
534049,0
71027,1
870182,0
422346,1
34892,1
2295721,1
2801242,1
2310143,1
356025,1
1044253,0
2780182,0
2432117,1
2309173,1
554916,0
2390864,1
1259309,0
2394406,1
2095141,1
2787012,0
2826537,0
322180,1
68328,1
2352157,1
2295925,1
869148,0
2404366,1
1555736,0
2354432,1
1121923,0
1320680,0
1336289,0
621458,0
2171649,0
1599989,0
1731465,0
361422,1
476352,1
1578288,0
2797400,0
2359303,1
657214,0
2276997,1
170722,1
2343590,1
2527327,0
2359057,1
1754414,1
374499,1
1277057,0
2635136,0
818534,0
190643,1
1642110,0
348745,1
39567,1
328714,1
423110,1
323972,1
1775796,0
1265234,0
679038,0
2278159,1
558799,0
1445970,0
184075,1
2386675,1
36039,1
151193,1
2002379,0
1296769,0
76201,1
1390571,0
2766421,1
1455489,0
2243833,1
2368231,1
723025,0
440003,1
391612,1
2327833,1
2737216,0
75063,1
2248298,1
1697734,0
476768,1
2759410,0
1488613,0
1457300,0
2468294,1
2455916,1
2162713,0
1575175,0
2377926,1
2577100,0
93852,1
765925,0
61966,1
623726,0
892724,0
2354652,1
2370002,1
966298,0
916920,0
2415460,1
319641,1
118790,1
2096128,0
2031580,0
79833,1
554032,0
1440644,0
400304,1
1569477,0
1747120,0
49172,1
1644156,0
2305948,1
2389336,1
410939,1
2275219,1
2193071,1
2475783,0
838304,0
2378121,1
1029196,0
1939162,0
2267518,1
719382,0
101662,1
2454502,1
2340162,1
2222139,1
1939481,0
2578994,0
2121441,0
2596416,0
1165762,0
591418,0
2260831,1
1072829,0
541168,0
1754884,0
1019412,0
82869,1
2261477,1
1884121,0
599625,0
669661,0
2440784,1
2420735,1
654579,0
1400723,0
2700662,0
797137,0
1423920,0
2008687,0
669767,0
2276939,1
2154274,0
354675,1
2334217,1
2087248,0
2359681,1
2131438,0
2294282,1
1866044,0
799310,0
102184,1
2804282,0
2349405,1
449800,1
671568,0
429360,1
915367,0
109876,1
2765184,0
251161,0
2222571,1
1548977,0
796339,0
1905299,0
2411165,1
184323,1
399480,1
2460704,1
1683220,0
466915,1
317052,1
477391,1
2444166,1
160035,1
804260,0
2625096,0
440823,1
2646659,0
68080,1
1901486,0
2341449,1
1721284,0
2370202,1
2683771,0
2679519,0
172532,1
660276,0
1355826,0
1904601,0
2427834,1
2219063,1
43430,1
8117,0
1858460,0
1685312,0
1435380,0
1339071,0
171152,1
68285,1
1346661,0
374400,1
493586,1
2331161,1
1419549,0
1731759,1
1978503,1
2295599,1
2079359,0
444982,1
172421,1
398596,1
67526,1
804135,0
1208596,0
939214,0
2609019,0
567389,0
2126278,0
410364,1
1289078,0
2220136,1
844865,0
1043805,0
847592,0
2430194,1
1555876,0
436885,1
2151014,0
1598541,0
347420,1
1464107,0
1819775,0
2727531,1
1462905,0
7479,0
345947,1
126790,1
2288383,1
2370959,1
1446024,0
2572616,0
498026,1
957586,0
2245787,1
976040,0
128832,0
317160,1
499883,1
2328831,1
537148,0
228821,0
74319,1
1750321,1
2070958,0
422353,1
2806072,1
2576949,0
2228020,1
988408,0
2437697,1
4454,0
410149,1
2193517,1
1033961,0
2611841,0
409530,1
406921,1
2386907,0
603388,0
1239800,0
1133050,0
671490,0
141392,1
1978431,0
57035,1
2467520,1
870816,0
1618235,0
471643,1
752252,0
1257308,0
1053634,0
1440661,0
172786,1
1227585,0
1919879,0
40606,0
2551293,0
2292789,1
322822,1
181203,1
692075,1
680979,0
131146,1
2313027,1
58400,1
778563,0
65315,1
1124372,0
249238,0
826313,0
169204,1
79508,1
2232023,1
2598227,0
45032,1
340278,1
2807994,0
357196,1
2105924,0
347978,1
810325,0
2245190,1
2016516,0
2318284,1
433740,1
339960,1
352169,1
2766892,1
370808,1
126629,1
495991,1
2340814,1
415133,1
80316,1
1885938,0
2324029,1
1377467,0
1821984,0
2404612,1
20986,1
185754,0
1019721,0
2442393,1
249179,0
47572,1
2239382,1
1228451,0
2547393,0
331898,1
1824383,0
788368,0
2038812,0
436583,1
1686497,0
2380156,1
257030,0
170109,1
2314432,1
684589,0
1615326,0
2416301,1
1806864,0
2407295,1
1089207,0
407037,1
2272613,1
2306985,1
2415995,1
148190,0
164154,1
2728098,1
67945,1
121966,1
314157,1
2430908,1
724053,0
2228692,1
504099,1
2394723,1
323617,1
2452904,1
2216394,1
782808,0
1007690,0
79964,1
513185,0
182406,1
2120401,0
1918187,0
701862,0
28573,1
353165,1
61411,0
1323570,0
85143,1
1227249,0
2459418,1
728240,0
2126931,0
2212058,1
2258532,1
468405,1
1750092,0
413049,1
2302929,1
375564,1
538711,0
338628,1
351886,1
1022380,0
1332226,0
1162749,0
107134,1
1883510,0
1346141,0
2810977,0
193155,1
529665,0
2523432,0
612251,0
525561,0
131224,1
2357804,1
2008130,0
406013,1
309417,0
2648234,0
1736346,0
703309,0
27307,1
275107,0
877801,0
1540924,0
2577910,0
477456,1
1690344,0
163124,1
479936,1
955760,0
928486,0
2113078,0
2773960,1
2721441,0
1073634,0
2219961,1
2410094,1
347646,1
2441145,1
476493,1
2373448,1
425958,1
133927,1
819822,0
821685,0
431856,1
334900,1
115052,1
2246603,1
2307822,1
1327195,0
632117,0
2195067,1
1154119,0
296521,0
2637231,0
2316199,1
2464869,1
412968,1
1901036,0
53044,1
56137,1
47517,1
2226477,1
36417,1
1029370,0
911512,0
2320226,1
1784843,0
2386183,1
2151875,0
1995383,1
368421,1
2391689,1
370272,1
369125,1
428000,1
2564126,0
337736,1
2452797,0
115018,1
182264,1
421362,1
2460588,1
358515,1
315573,1
2074086,0
2309219,1
1979870,0
53715,1
2283852,1
1533358,0
2126217,0
384420,1
2127159,0
2406402,1
1009149,0
1259130,0
925104,0
56259,1
2747483,0
2223868,1
2383335,1
1660867,0
1780344,0
457752,0
1785656,0
2381584,1
23380,1
2321910,1
748450,0
1014792,0
473232,1
1664459,0
2084239,1
2004202,0
2469595,1
477140,1
1269527,0
2445347,0
2630669,0
546504,0
45185,1
394474,1
2754402,0
2456793,1
2283206,1
401650,1
2267084,1
2244449,1
2359074,1
1327740,0
1249901,0
112874,0
2513262,0
2395186,1
19495,1
2379555,1
413924,1
2021353,0
1854780,0
2443944,1
2601372,0
2227098,1
2414630,1
2232971,1
1826997,0
360571,1
118101,1
1923447,0
862083,0
96856,1
1438956,0
2398444,1
2121654,0
378920,1
1899768,0
963189,0
2256359,1
934216,0
2700011,0
1071826,0
1690440,0
548072,0
1178192,0
1051973,0
900360,0
1101595,0
2716072,0
475763,1
18995,1
331129,1
413792,1
237021,0
2465480,1
2236974,1
1716577,0
2371297,1
2369808,1
2418585,1
476553,1
2803580,0
2326593,1
2557218,0
2268725,1
1423457,0
2208604,1
317128,1
321587,1
94046,1
960844,0
646012,0
2578727,0
2168308,0
219575,0
1192920,0
1733181,0
2520921,0
413127,1
453084,1
1945450,0
2553224,0
424325,1
1114620,0
442235,1
377462,1
2316416,1
1906874,0
82031,1
475830,0
1329027,0
441767,1
2061775,0
1068038,0
1075031,0
1354447,0
2040506,0
2494224,0
1748231,1
2407071,1
1941903,0
1196958,0
1758421,0
2323722,1
2266020,1
1479792,0
1546195,0
1901975,0
1599604,1
432980,1
2321812,1
1932801,0
141257,1
2254431,1
2239281,1
2179820,0
1278055,0
1710631,0
768090,0
1881566,1
1215742,0
2225845,1
862308,0
770076,0
443233,1
526682,0
2635146,0
418032,1
1958222,0
2286719,1
2590224,0
1547222,0
1054938,0
1716920,0
1350970,0
670469,0
708033,0
928507,0
2543280,0
430820,1
2228817,1
2367168,1
10794,0
2260398,1
2063845,0
2291658,1
405853,1
2386981,1
135309,1
547785,0
428242,1
331571,1
109799,1
2310299,1
124568,1
1343889,0
1335429,0
22986,1
1247798,0
1617856,0
58969,1
143811,1
45208,1
538323,0
38147,1
1197685,0
2243518,1
2245176,1
926294,0
494773,1
2398006,1
1111949,0
2225328,1
1054100,0
2245994,1
1339918,0
2634671,0
2827425,0
2116251,0
2207090,1
1217930,0
2192322,0
2413431,1
426108,1
292866,0
2345115,1
359611,1
127920,1
978470,0
792654,0
425719,1
1953451,0
371347,1
113137,1
2389976,1
2268963,1
839952,0
2347776,1
2301472,1
1025053,0
2230843,1
593621,0
728961,0
2439430,1
2015620,0
1308531,0
24298,1
337979,1
2229278,1
2097812,0
295251,0
443241,1
2248114,1
1336621,0
1167191,0
1731704,1
2331407,1
2409050,1
242231,0
2135565,0
1664475,0
2313657,1
474522,1
677302,0
2009784,0
2233097,1
359661,1
158160,1
2394749,1
1301235,0
437889,1
241803,0
35828,1
1195359,0
2444869,1
1640984,0
183876,1
2404493,1
27965,1
1495815,0
2271517,1
1841251,0
504255,1
438266,1
1508558,0
171748,1
226323,0
265392,1
2392070,1
101730,1
2440185,1
315676,1
672587,0
962575,0
398909,1
1684745,0
2248104,1
1411799,0
2177481,1
2305041,1
1997331,0
2259574,1
2278268,1
2130532,0
2456513,1
2806413,0
182460,1
1090274,0
1075779,0
134245,1
2193320,1
466958,1
1062913,0
1153574,0
1102381,0
2557926,0
389726,1
155712,0
299167,0
2442906,1
2298432,1
452940,1
860255,0
2244927,1
1211346,0
564410,0
353426,1
2511270,0
2736167,1
2351146,0
2566392,0
2677549,0
2210685,0
2632364,0
668471,0
2269721,1
666371,0
128913,0
85747,1
1620579,0
2331386,1
2441042,1
316418,1
71035,1
2717040,1
2291050,1
2165048,0
137784,0
1243186,0
1727503,1
1207049,0
2722758,0
2015432,1
169417,1
1274101,0
154734,0
386712,1
1735325,1
1172094,0
2740664,0
402641,1
97707,1
2285113,1
88973,1
357339,1
679211,0
2240437,1
1982005,0
2474973,0
1159563,0
1894321,0
159023,1
2334850,1
146530,0
1534067,0
2371092,1
2801993,1
2219584,1
109755,1
2316757,1
2259512,1
1108082,0
2062055,0
1565801,0
2328543,1
75138,1
2327135,1
2397788,1
1633569,0
2404834,1
2436889,1
735445,0
2791963,0
1205360,0
160864,1
1717197,1
2327350,1
1832838,0
357924,1
936797,0
2650662,0
1039901,0
974320,0
2438625,1
1301637,0
385265,1
2414587,1
388333,1
1844427,0
385392,1
2357678,1
2356014,1
971141,0
2002309,0
571214,0
2042546,0
533291,0
1368429,0
2268798,1
473960,1
620314,0
1028614,0
1998172,1
1440690,0
41424,0
92751,1
1192780,0
1620418,0
2348585,1
1785368,0
551559,0
2392398,1
495925,1
404662,1
1726785,1
152574,1
1174960,0
2438228,1
1627799,0
1788611,0
181769,1
321710,1
106843,1
362242,1
1001078,0
2358710,1
1494768,0
540998,0
2612507,0
380387,1
1249066,0
2151246,0
2271456,1
